what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1292542007399
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292542009298
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292542020235
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292542025561
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292542034380
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292542041250
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292542056841
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292542059879
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292542101598
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.refresh",1292542106074
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292542113884
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292542113990
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292542115147
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292542253741
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292542256006
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292542258363
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1292542258373
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1292542258373
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292542263936
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292542307916
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292542313016
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292542323177
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292542327914
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292542331861
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292542339092
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292542345439
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292542351740
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292542362903
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292542365118
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292542370604
started,bundle,org.eclipse.wst.xml.ui,1.1.102.v201008251905,"org.eclipse.wst.xml.ui",1292542371017
started,bundle,org.eclipse.wst.jsdt.web.ui,1.0.302.v201009091745,"org.eclipse.wst.jsdt.web.ui",1292542371497
started,bundle,org.eclipse.wst.jsdt.web.core,1.0.302.v201009091745,"org.eclipse.wst.jsdt.web.core",1292542371581
started,bundle,org.eclipse.wst.css.ui,1.0.501.v201008232042,"org.eclipse.wst.css.ui",1292542372282
started,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1292542374271
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1292542374659
opened,editor,org.eclipse.php.ui,2.2.1.v20100822-1200,"org.eclipse.php.editor",1292542374920
activated,editor,org.eclipse.php.ui,2.2.1.v20100822-1200,"org.eclipse.php.editor",1292542375556
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.navigate.openResource",1292542375586
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292542384491
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292542402941
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.selectAll",1292542409532
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.text"".",1292542410070
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1292542410072
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1292542410574
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1292542416435
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292542419049
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292542439529
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292542440712
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292542559398
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1292542559446
activated,view,org.eclipse.php.ui,2.2.1.v20100822-1200,"org.eclipse.php.ui.explorer",1292542563284
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292542568256
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292542657249
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292542658859
stopped,bundle,org.eclipse.compare.win32,1.0.100.I20100505-1245,"org.eclipse.compare.win32",1292542660647
stopped,bundle,org.eclipse.dltk.testing,1.0.0.v20090914-1703,"org.eclipse.dltk.testing",1292542660647
stopped,bundle,org.eclipse.php.server.ui,2.2.0.v20100505-0800,"org.eclipse.php.server.ui",1292542660647
stopped,bundle,org.eclipse.php.debug.ui,2.2.0.v20100822-0100,"org.eclipse.php.debug.ui",1292542660652
stopped,bundle,org.eclipse.dltk.debug.ui,2.0.0.v20100115-2213,"org.eclipse.dltk.debug.ui",1292542660652
stopped,bundle,org.eclipse.dltk.formatter,2.0.0.v20100304-1959,"org.eclipse.dltk.formatter",1292542660654
stopped,bundle,org.eclipse.dltk.rse.ui,2.0.0.v20100115-2213,"org.eclipse.dltk.rse.ui",1292542660669
stopped,bundle,org.eclipse.dltk.validators.externalchecker,1.0.0.v20090803-1754,"org.eclipse.dltk.validators.externalchecker",1292542660669
stopped,bundle,org.eclipse.dltk.validators.ui,2.0.0.v20091214-1712,"org.eclipse.dltk.validators.ui",1292542660669
stopped,bundle,org.eclipse.php.debug.core,2.2.0.v20100822-0100,"org.eclipse.php.debug.core",1292542660669
stopped,bundle,org.eclipse.php.ui,2.2.1.v20100822-1200,"org.eclipse.php.ui",1292542660722
stopped,bundle,org.eclipse.dltk.ui,2.0.0.v20100909-1720,"org.eclipse.dltk.ui",1292542660873
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1292542660874
stopped,bundle,org.eclipse.wst.xsl.jaxp.debug.ui,1.0.100.v201004290328,"org.eclipse.wst.xsl.jaxp.debug.ui",1292542660874
stopped,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1292542660875
stopped,bundle,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui",1292542660929
stopped,bundle,org.eclipse.rse.importexport,1.2.101.v201008191400,"org.eclipse.rse.importexport",1292542660929
stopped,bundle,org.eclipse.rse.subsystems.shells.telnet,1.2.0.v200905272300,"org.eclipse.rse.subsystems.shells.telnet",1292542660929
stopped,bundle,org.eclipse.rse.shells.ui,3.0.200.v201006041352,"org.eclipse.rse.shells.ui",1292542660929
stopped,bundle,org.eclipse.rse.files.ui,3.1.101.v201009071110,"org.eclipse.rse.files.ui",1292542660929
stopped,bundle,org.eclipse.rse.processes.ui,3.0.200.v201003010830,"org.eclipse.rse.processes.ui",1292542660929
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1292542660931
stopped,bundle,org.eclipse.wst.jsdt.web.ui,1.0.302.v201009091745,"org.eclipse.wst.jsdt.web.ui",1292542660931
stopped,bundle,org.eclipse.wst.web.ui,1.1.400.v201004141630,"org.eclipse.wst.web.ui",1292542660931
stopped,bundle,org.eclipse.wst.html.ui,1.0.502.v201009010342,"org.eclipse.wst.html.ui",1292542660931
stopped,bundle,org.eclipse.wst.css.ui,1.0.501.v201008232042,"org.eclipse.wst.css.ui",1292542660932
stopped,bundle,org.eclipse.wst.xsl.exslt.ui,1.0.0.v201006012005,"org.eclipse.wst.xsl.exslt.ui",1292542660932
stopped,bundle,org.eclipse.wst.xsl.ui,1.1.1.v201009091745,"org.eclipse.wst.xsl.ui",1292542660932
stopped,bundle,org.eclipse.wst.xml.xpath.ui,1.1.1.v201007022358,"org.eclipse.wst.xml.xpath.ui",1292542660937
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.303.v201004290328,"org.eclipse.wst.xsd.ui",1292542660937
stopped,bundle,org.eclipse.wst.xsl.debug.ui,1.0.100.v201004290328,"org.eclipse.wst.xsl.debug.ui",1292542660937
stopped,bundle,org.eclipse.wst.xml.ui,1.1.102.v201008251905,"org.eclipse.wst.xml.ui",1292542660937
stopped,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1292542660937
stopped,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.1.v201008170101,"org.eclipse.wst.jsdt.debug.ui",1292542660937
stopped,bundle,org.eclipse.wst.jsdt.support.firefox,1.0.300.v201004150600,"org.eclipse.wst.jsdt.support.firefox",1292542660937
stopped,bundle,org.eclipse.wst.jsdt.ui,1.1.2.v201009010353,"org.eclipse.wst.jsdt.ui",1292542660983
stopped,bundle,org.eclipse.wst.sse.ui,1.2.2.v201008232126,"org.eclipse.wst.sse.ui",1292542661058
stopped,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1292542661083
stopped,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1292542661083
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.resources",1292542661083
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1292542661086
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1292542661086
stopped,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1292542661086
stopped,bundle,org.eclipse.mylyn.resources.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.resources.ui",1292542661086
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.3.1.v20100823-0100-e3x,"org.eclipse.mylyn.wikitext.tasks.ui",1292542661086
stopped,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1292542661086
